Cohort,Responder_ID,Clinician_Role,Experience_Band,Case ID,Source_Dataset,GT,Unaided_Dx_Text,PRE_Differential_1,PRE_Differential_2,Unaided_Dx_Score,Unaided_Top3_SpotOn,Unaided_Top3_Generic,Unaided_Mgmt_Grade,Unaided_Dx_Confidence,Unaided_Mgmt_Confidence,AI_Top1_Prediction,AI_Top1_Confidence,AI_Top2_Prediction,AI_Top2_Confidence,AI_Top3_Prediction,AI_Top3_Confidence,Assisted_Dx_Text,POST_Differential_1,POST_Differential_2,Assisted_Dx_Score,Assisted_Top3_SpotOn,Assisted_Top3_Generic,Assisted_Mgmt_Grade,Assisted_Dx_Confidence,Assisted_Mgmt_Confidence,Changed_Diagnosis,Changed_Management
EN,115,GP,6-10,110,SNU-134,lymphangioma,lymphangioma,discoid eczema with central haemorrhage,don't know,5,True,False,Inadequate but harmless,3,3,nummular eczema,0.9997652,bowen disease,0.00016864159,nevus spilus,4.985036e-05,lymphangioma,discoid eczema with central haemorrhage,IEC,5,True,False,Adequate,3,3,0.0,0.0
EN,115,GP,6-10,64,SNU-134,angiofibroma,angiofibromas,monomorphic acne,don't know,5,True,False,Adequate,2,3,sebaceous hyperplasia,0.902559,angiofibroma,0.09512901,organoid nevus,0.0015864265,angiofibromas,monomorphic acne,don't know,5,True,False,Adequate,2,3,0.0,0.0
EN,115,GP,6-10,161,SNU-134,pompholyx,contact or irritant dermatitis,palmar psoriasis,don't know,3,False,False,Inadequate but harmless,3,3,palmoplantar pustulosis,0.99954176,pustular psoriasis,0.00045831292,hand eczema,3.430556e-08,palmar psoriasis,irritant or contact dermatitis,don't know,2,False,False,Inadequate but harmless,2,3,1.0,0.0
EN,115,GP,6-10,77,SNU-134,cellulitis,cellulitis,fixed drug eruption,don't know,5,True,False,Adequate,3,3,cellulitis,0.9998921,pyoderma gangrenosum,7.254106e-05,inflamed cyst,3.21899e-05,cellulitis,fixed drug eruption,don't know,5,True,False,adequate,3,3,0.0,0.0
EN,115,GP,6-10,31,SNU-134,morphea,lichen simplex chronicus,steroid overuse,localised scleroderma,2,False,False,Adequate,1,3,vasculitis,0.91017145,granuloma annulare,0.08734651,nummular eczema,0.00097033207,lichen simplex chronicus,steroid overuse,localised scleroderma,2,False,False,Adequate,1,3,0.0,0.0
EN,115,GP,6-10,80,SKINTONE,lichen planus,lichen planus,drug eruption,don't know,5,True,False,Adequate,3,3,lichen planus,0.88051784,prurigo pigmentosa,0.11916513,lichen amyloidosis,0.00026067268,lichen planus,drug eruption,lichen amyloidosis,5,True,False,Adequate,3,3,0.0,0.0
EN,115,GP,6-10,15,SNU-134,malignant melanoma,don't know,don't know,don't know,1,False,False,Inadequate and dangerous,don't know,don't know,subungual hematoma,0.9239385,malignant melanoma,0.075841494,paronychia,0.00017660238,malignant melanoma,haematoma,don't know,5,True,False,Adequate,3,5,1.0,1.0
EN,115,GP,6-10,84,SNU-134,seborrheic dermatitis,"not too sure if it's the ear or the scalp, solar lentigo ear, ???mild seb Derm scalp",don't know,don't know,2,False,False,Inadequate but harmless,1,2,seborrheic dermatitis,0.99965405,alopecia areata,0.0003459916,folliculitis,5.158212e-11,seb Derm,irritant dermatitis,mild /resolving psoriasis,5,True,False,Perfect,3,3,1.0,1.0
EN,115,GP,6-10,61,SKINTONE,atopic dermatitis,nummular eczema,cutaneous lymphoma,don't know,3,False,False,Inadequate but harmless,3,3,nummular eczema,0.9999999,xerotic eczema,6.615601e-08,hand eczema,3.081175e-11,nummular eczema,xerotic eczema,don't know,3,False,False,Inadequate but harmless,4,5,0.0,0.0
EN,115,GP,6-10,35,SNU-134,paronychia,acute paronychia,ingrown toenail,don't know,5,True,False,Perfect,3,3,paronychia,1.0,furuncle,6.42172e-11,subungual hematoma,9.545035e-12,acute paronychia,ingrown toenail,don't know,5,True,False,Inadequate but harmless,4,4,0.0,0.0
EN,115,GP,6-10,28,SNU-134,insect bite,mastocytomas,papular urticaria,don't know,3,True,False,Inadequate but harmless,1,3,insect bite,1.0,contact dermatitis,3.3647407e-10,vasculitis,1.1270471e-10,insect bite,papular urticaria,don't know,5,True,False,Perfect,3,3,1.0,1.0
EN,115,GP,6-10,135,PASSION,tinea corporis,tinea versicolor,fixed drug eruption,tinea corporis,3,False,True,Inadequate but harmless,3,3,tinea versicolor,0.53120714,pityriasis rosea,0.46878868,tinea corporis,4.1908656e-06,tinea versicolor,fixed drug eruption,tinea corporis,3,False,True,Inadequate but harmless,4,4,0.0,0.0
EN,115,GP,6-10,51,SNU-134,malignant melanoma,melanomas,don't know,don't know,4,True,False,Adequate,5,4,malignant melanoma,1.0,tinea pedis,1.6752058e-11,melanocytic nevus,1.3404176e-13,melanomas,don't know,don't know,4,True,False,Adequate,5,4,0.0,0.0
EN,115,GP,6-10,71,SNU-134,acne,folliculitis barbae,folliculitis,don't know,3,False,False,Inadequate but harmless,3,3,acne,0.6654094,folliculitis,0.33458886,cellulitis,1.2468967e-06,folliculitis,folliculitis barbae,don't know,3,False,False,Inadequate but harmless,4,4,1.0,0.0
EN,115,GP,6-10,156,SNU-134,angiokeratoma,lymphangiomas,don't know,don't know,1,False,False,Inadequate and dangerous,3,3,angiokeratoma,0.8933094,lymphangioma,0.1066906,hemangioma,3.4450864e-12,lymphangiomas,angiokeratomas,don't know,2,False,True,Inadequate and dangerous,3,3,0.0,0.0
EN,115,GP,6-10,90,SNU-134,erythema multiforme,erythema multiform,urticaria,SJS,4,True,False,Inadequate but harmless,3,3,erythema multiforme,0.9993043,urticaria,0.00058834563,erythema annulare centrifugum,6.810595e-05,erythema multiform,urticaria,erythema annualare centrifuge,4,True,False,Inadequate but harmless,3,3,0.0,0.0
EN,115,GP,6-10,103,SNU-134,tinea faciale,tinea faceii,dermatitis,don't know,4,True,False,Inadequate but harmless,3,3,tinea faciale,0.99997723,tinea corporis,2.2827999e-05,seborrheic dermatitis,5.0086603e-14,tinea faceii,dermatitis,don't know,4,False,True,Inadequate but harmless,4,4,0.0,0.0
EN,115,GP,6-10,137,SKINTONE,lichen planus,lichen plants,don't know,don't know,4,True,False,Inadequate but harmless,4,4,lichen planus,1.0,verruca plana,3.0988192e-12,granuloma annulare,1.480591e-14,lichen planus,don't know,don't know,5,True,False,Inadequate but harmless,4,4,0.0,0.0
EN,115,GP,6-10,53,SNU-134,malignant melanoma,malignant melanoma,nevus,don't know,5,True,False,Adequate,4,4,subungual hematoma,0.9294649,malignant melanoma,0.0694675,blue nevus,0.00072495843,malignant melanoma,haemorrhage,nevus,5,True,False,Adequate,4,4,0.0,0.0
EN,115,GP,6-10,60,SKINTONE,pityriasis rosea,pityriasis rosea,drug eruptions,syphilis,5,True,False,Perfect,3,3,pityriasis rosea,1.0,drug eruption,1.1761791e-12,varicella,2.2447772e-13,pityriasis rosea,drug eruptions,syphilis,5,True,False,Perfect,4,4,0.0,0.0
EN,115,GP,6-10,3,SNU-134,dermatofibroma,nevus,dermatofibroma,don't know,1,True,False,adequate,3,3,dermatofibroma,1.0,juvenile xanthogranuloma,1.6752058e-11,epidermal cyst,1.0815942e-11,dermatofibroma,nevus,don't know,5,True,False,Perfect,3,3,1.0,0.0
EN,115,GP,6-10,111,SNU-134,pyoderma gangrenosum,pyoderma gangrenosum,ecthyma,don't know,5,True,False,Adequate,3,3,pyoderma gangrenosum,1.0,pyogenic granuloma,2.4410817e-14,vasculitis,1.0075548e-15,pyoderma gangrenosum,ecthyma,vasculitis,5,True,False,Adequate,3,3,0.0,0.0
EN,115,GP,6-10,81,SNU-134,lentigo,solar lentigo,lentigo maligna,don't know,5,True,False,Inadequate but harmless,3,3,xanthelasma,0.7771407,granuloma annulare,0.16289753,tinea faciale,0.028307348,solar lentigo,lentigo maligna,don't know,5,True,False,Inadequate but harmless,3,3,0.0,0.0
EN,115,GP,6-10,198,SNU-134,furuncle,boils,infected folliculitis,infected acne,4,True,True,adequate,3,3,acne,0.8477091,folliculitis,0.15198587,cellulitis,0.0003027153,boils,infected folliculitis,infected acne,4,True,False,Inadequate but harmless,3,3,0.0,0.0
EN,115,GP,6-10,173,SNU-134,onychomycosis,onychomycosis,onychogryphosis with pseudomonas,don't know,5,True,False,adequate,3,3,onychomycosis,0.9956898,paronychia,0.0033734494,subungual hematoma,0.00093677314,onychomycosis,onychogryphosis with pseudomonas,don't know,5,True,False,adequate,4,4,0.0,0.0
EN,115,GP,6-10,196,SNU-134,actinic keratosis,pigmented BCC,malignant melanoma,ulceration with pigment,1,False,False,adequate,4,don't know,basal cell carcinoma,0.9862732,malignant melanoma,0.013635593,squamous cell carcinoma,8.904917e-05,pigmented BCC,malignant melanoma,ulceration with pigment,1,False,False,adequate,4,4,0.0,0.0
EN,115,GP,6-10,50,SNU-134,melanocytic nevus,nevus,don't know,don't know,4,True,True,Inadequate and dangerous,5,5,nevus spilus,0.99965405,skin tag,0.00018519597,blue nevus,0.00011589268,nevus,don't know,don't know,4,True,True,Inadequate and dangerous,5,5,0.0,0.0
EN,115,GP,6-10,188,SNU-134,staphylococcal scalded skin syndrome,staph scalded,candidiasis,don't know,4,True,False,Adequate,3,3,staphylococcal scalded skin syndrome,0.9871558,acute generalized exanthematous pustulosis,0.012820915,pustular psoriasis,2.3250654e-05,staph scalded,candidiasis,acute generalised exanthematous pustulosis,4,True,False,Adequate,4,4,0.0,0.0
EN,115,GP,6-10,116,SNU-134,eczema herpeticum,eczema herpeticum,eczema,don't know,5,True,False,Adequate,3,3,varicella,0.99991703,eczema herpeticum,4.8323967e-05,scabies,3.2190703e-05,eczema herpeticum,eczema,chicken pox,5,True,False,Adequate,3,3,0.0,0.0
EN,115,GP,6-10,66,SNU-134,herpes zoster,herpes zoster,molluscum,don't know,5,True,False,Adequate,3,3,herpes zoster,1.0,herpes simplex,5.905304e-10,varicella,6.0417356e-14,shingles/zoster,herpes simplex,don't know,5,True,False,adequate,3,3,0.0,0.0
EN,115,GP,6-10,174,SNU-134,drug eruption,drug eruption,DRESS,SJS,5,True,False,adequate,3,3,acute generalized exanthematous pustulosis,0.99992967,drug eruption,7.031184e-05,pustular psoriasis,1.1760963e-12,drug eruption,DRESS,SJS,5,True,False,adequate,3,3,0.0,0.0
EN,115,GP,6-10,138,SNU-134,wart,irritated seb K,squamous cell carcinoma,don't know,2,False,False,Inadequate but harmless,3,3,wart,0.9101248,verruca plana,0.07952581,skin tag,0.009498005,wart,irritated seb K,squamous cell carcinoma,5,True,False,Inadequate but harmless,3,3,1.0,0.0
EN,115,GP,6-10,184,SNU-134,folliculitis,impetigo,folliculitis,staph related,3,False,True,adequate,2,3,folliculitis,0.99744654,acne,0.0025509056,staphylococcal scalded skin syndrome,2.3999642e-06,folliculitis,staph related infection,sterile pustulosis,5,True,False,adequate,2,3,1.0,0.0
EN,116,GP,>10,29,SNU-134,herpes zoster,herpes zoster,don't know,don't know,5,True,False,adequate,5,5,herpes zoster,1.0,herpes simplex,1.2501529e-09,eczema herpeticum,1.7832473e-11,herpes zoster,don't know,don't know,5,True,False,adequate,5,5,0.0,0.0
EN,115,GP,6-10,168,SNU-134,becker nevus,phytophoto dermatitis,nevus,don't know,1,False,True,Inadequate but harmless,2,2,becker nevus,0.99941146,nevus spilus,0.00058840873,lichen simplex chronicus,6.4082876e-08,becker nevus,phytophotodermatitis,don't know,5,True,False,adequate,2,2,1.0,1.0
EN,115,GP,6-10,13,PASSION,scabies,viral exanthema,don't know,don't know,1,False,False,Adequate,1,1,urticaria pigmentosa,0.99550736,scabies,0.0041975565,varicella,0.00020255426,viral exanthema,don't know,don't know,1,False,False,Adequate,1,1,0.0,0.0
EN,115,GP,6-10,171,SNU-134,tinea pedis,tinea,dermatitis,xerosis,4,True,True,Perfect,3,3,tinea pedis,0.99999905,pompholyx,9.132548e-07,palmoplantar pustulosis,2.3222926e-08,tinea,dermatitis,xerosis,4,True,True,Perfect,4,4,0.0,0.0
EN,116,GP,>10,90,SNU-134,erythema multiforme,erythema multiforme,urticaria,Drug eruption (SJS),5,True,False,Adequate,4,5,erythema multiforme,0.9993043,urticaria,0.00058834563,erythema annulare centrifugum,6.810595e-05,erythema multiforme,urticaria,Drug eruption (SJS),5,True,False,Adequate,4,5,0.0,0.0
EN,116,GP,>10,88,SKINTONE,lichen planus,lichen planus,Post-inflammatory hyperpigmentation,don't know,5,True,False,Adequate,3,4,lichen planus,1.0,psoriasis,1.8982569e-11,pityriasis rosea,1.3327856e-12,lichen planus,Post-inflammatory hyperpigmentation,don't know,5,True,False,Adequate,3,4,0.0,0.0
EN,116,GP,>10,135,PASSION,tinea corporis,Solar lentigo,Lentigo maligna,don't know,1,False,False,Inadequate but harmless,3,4,tinea versicolor,0.53120714,pityriasis rosea,0.46878868,tinea corporis,4.1908656e-06,tinea versicolor,Pit rosea,don't know,2,False,False,Inadequate but harmless,3,4,1.0,0.0
EN,116,GP,>10,83,SNU-134,xerotic eczema,Varicose eczema(stasis dermatitis),Porokeratosis,don't know,3,False,False,Inadequate but harmless,4,5,nummular eczema,0.9999987,lichen planus,1.1726419e-06,lichen simplex chronicus,1.4908468e-07,Varicose eczema(stasis dermatitis),Porokeratosis,nummular eczema,3,False,False,Inadequate but harmless,4,5,0.0,0.0
EN,116,GP,>10,11,SNU-134,tinea pedis,eczema,ichthyosis,tinea pedis,1,False,True,adequate,3,4,tinea pedis,1.0,tinea cruris,4.6911644e-08,cellulitis,1.5079722e-09,tinea pedis,ichthyosis,eczema,5,True,False,Perfect,3,4,1.0,0.0
EN,116,GP,>10,164,SNU-134,psoriasis,psoriasis,Inflamed eczema,don't know,5,True,False,Inadequate but harmless,4,4,psoriasis,1.0,pustular psoriasis,1.344041e-08,lichen planus,2.9445064e-14,psoriasis,Inflamed eczema,don't know,5,True,False,Inadequate but harmless,4,4,0.0,0.0
EN,116,GP,>10,39,SNU-134,abscess,furuncle,Infected sebaceous cyst,insect bite,4,True,False,adequate,4,5,inflamed cyst,0.9994961,furuncle,0.00040444126,epidermal cyst,7.0281356e-05,furuncle,Infected sebaceous cyst,insect bite,4,True,False,adequate,4,5,0.0,0.0
EN,116,GP,>10,19,SNU-134,epidermal nevus,acanthosis nigricans,don't know,don't know,1,False,False,Inadequate and dangerous,2,2,epidermal nevus,0.9999999,nevus spilus,1.2359568e-07,congenital nevus,3.622886e-12,Linear epidermal naevus,don't know,don't know,5,True,False,Adequate,2,2,1.0,1.0
EN,116,GP,>10,149,SKINTONE,pityriasis rosea,Guttate psoriasis,urticaria,Steven Johnson sd,1,False,False,Adequate,3,5,pityriasis rosea,1.0,tinea corporis,1.3867054e-08,tinea versicolor,4.5019735e-09,pityriasis rosea,tinea versicolor,Guttate psoriasis,5,True,False,Perfect,3,5,1.0,1.0
EN,116,GP,>10,2,SNU-134,lentigo,Angioedema w alopecia of eyebrow,don't know,don't know,1,False,False,Adequate,3,3,lentigo,0.99999905,seborrheic keratosis,9.721546e-07,actinic keratosis,4.792321e-09,Angioedema w alopecia of eyebrow,don't know,don't know,1,False,False,Adequate,3,3,0.0,0.0
EN,116,GP,>10,95,SNU-134,lichen amyloidosis,nevus,don't know,don't know,1,False,False,adequate,1,3,folliculitis,0.73357,confluent and reticulated papillomatosis,0.26156244,lichen amyloidosis,0.002729649,Papillomatosis (confluent + reticulated),don't know,don't know,2,False,False,Adequate,1,3,1.0,1.0
EN,116,GP,>10,89,PASSION,scabies,scabies,Leprosy,don't know,5,True,False,Adequate,2,3,atopic dermatitis,0.95055836,urticaria pigmentosa,0.04309037,scabies,0.004135257,scabies,atopic dermatitis,leprosy,5,True,False,adequate,2,3,0.0,1.0
EN,116,GP,>10,199,SNU-134,squamous cell carcinoma,pyogenic granuloma,squamous cell carcinoma,insect bite,1,True,False,Adequate,3,3,squamous cell carcinoma,0.947068,bowen disease,0.04570103,basal cell carcinoma,0.007230953,squamous cell carcinoma,pyogenic granuloma,insect bite,5,True,False,Adequate,3,3,1.0,0.0
EN,116,GP,>10,5,SNU-134,keratoacanthoma,Kerato-acanthoma,squamous cell carcinoma,Nodular BCC,5,True,False,Inadequate and dangerous,4,4,keratoacanthoma,0.99944717,squamous cell carcinoma,0.0005527786,actinic keratosis,7.0808845e-20,Kerato-acanthoma,squamous cell carcinoma,Nodular BCC,5,True,False,Inadequate and dangerous,4,4,0.0,0.0
EN,116,GP,>10,147,SNU-134,nummular eczema,Hand irritant dermatitis,psoriasis,infected eczema,2,False,True,Inadequate but harmless,4,4,hand eczema,0.99999774,nummular eczema,1.8162217e-06,pustular psoriasis,3.576352e-07,Hand irritant dermatitis,psoriasis,infected eczema,2,False,True,Inadequate but harmless,4,4,0.0,0.0
EN,116,GP,>10,62,SNU-134,herpes simplex,herpes zoster,herpes simplex,folliculitis,3,True,False,adequate,4,5,herpes simplex,0.70574486,herpes zoster,0.29419824,tinea cruris,5.6233297e-05,herpes zoster,herpes simplex,folliculitis,3,True,False,adequate,4,5,0.0,0.0
EN,116,GP,>10,23,SNU-134,amyloidosis,Papillomatosis,folliculitis,don't know,1,False,False,Adequate,2,4,becker nevus,0.93455005,prurigo pigmentosa,0.046528503,confluent and reticulated papillomatosis,0.018220825,prurigo pigmentosa,folliculitis,don't know,2,False,False,Adequate,2,4,1.0,0.0
EN,116,GP,>10,76,SNU-134,subungual hematoma,Sublingual hematoma,onychomycosis,malignant melanoma,4,True,True,adequate,5,5,subungual hematoma,0.9999287,pyogenic granuloma,7.031178e-05,paronychia,9.421783e-07,Sublingual hematoma,onychomycosis,malignant melanoma,4,True,True,adequate,5,5,0.0,0.0
EN,116,GP,>10,50,SNU-134,melanocytic nevus,Flesh coloured unna naevus,don't know,don't know,3,False,True,Inadequate and dangerous,3,4,nevus spilus,0.99965405,skin tag,0.00018519597,blue nevus,0.00011589268,Flesh coloured unna naevus,don't know,don't know,3,False,True,Inadequate and dangerous,3,4,0.0,0.0
EN,116,GP,>10,15,SNU-134,malignant melanoma,Acral melanoma,don't know,don't know,5,True,False,Adequate,5,5,subungual hematoma,0.9239385,malignant melanoma,0.075841494,paronychia,0.00017660238,Acral melanoma,don't know,don't know,5,True,False,Adequate,5,5,0.0,0.0
EN,116,GP,>10,114,SNU-134,juvenile xanthogranuloma,Cyst,Nevus,don't know,1,False,False,Inadequate and dangerous,don't know,don't know,juvenile xanthogranuloma,1.0,organoid nevus,6.5700826e-15,pyogenic granuloma,4.8619843e-17,juvenile xanthogranuloma,don't know,don't know,5,True,False,Adequate,don't know,don't know,1.0,1.0
EN,116,GP,>10,63,SKINTONE,atopic dermatitis,Infected atopic eczema,don't know,don't know,4,True,True,adequate,5,5,atopic dermatitis,1.0,xerotic eczema,9.640144e-11,nummular eczema,1.213515e-12,Infected atopic eczema,don't know,don't know,4,True,True,adequate,5,5,0.0,0.0
EN,116,GP,>10,116,SNU-134,eczema herpeticum,varicella,folliculitis,molluscum contagiosum,1,False,False,Inadequate and dangerous,4,5,varicella,0.99991703,eczema herpeticum,4.8323967e-05,scabies,3.2190703e-05,varicella,eczema herpeticum,scabies,3,True,False,Inadequate but harmless,4,5,0.0,0.0
EN,116,GP,>10,112,SNU-134,xanthelasma,xanthelasma,don't know,don't know,5,True,False,Inadequate and dangerous,4,4,vitiligo,0.98934746,xanthelasma,0.010652511,morphea,8.394081e-16,xanthelasma,don't know,don't know,5,True,False,Adequate,4,4,0.0,1.0
EN,116,GP,>10,129,SNU-134,prurigo pigmentosa,Papillomatosis,prurigo pigmentosa,don't know,2,True,True,Adequate,1,4,prurigo pigmentosa,0.62015307,becker nevus,0.37614188,confluent and reticulated papillomatosis,0.0035741108,Papillomatosis,prurigo pigmentosa,don't know,3,True,True,Adequate,1,4,0.0,0.0
EN,116,GP,>10,21,SNU-134,furuncle,Folliculitis +/- cellulitis,insect bite,don't know,3,False,True,adequate,4,4,inflamed cyst,0.94845927,folliculitis,0.03564429,furuncle,0.015817055,Folliculitis +/- cellulitis,insect bite,don't know,3,False,True,adequate,4,4,0.0,0.0
EN,117,GP,2-5,117,SNU-134,urticaria pigmentosa,Bruising,don't know,don't know,1,False,False,Inadequate and dangerous,3,3,urticaria pigmentosa,0.99998736,juvenile xanthogranuloma,1.2606945e-05,congenital nevus,1.186097e-08,Bruising,don't know,don't know,1,False,False,Inadequate and dangerous,3,3,0.0,0.0
EN,117,GP,2-5,113,SKINTONE,pityriasis rosea,pityriasis rosea,Sebhorreic keratoses,don't know,5,True,False,Perfect,4,4,pityriasis rosea,1.0,drug eruption,1.8581864e-10,seborrheic dermatitis,3.9397066e-13,pityriasis rosea,Sebhorreic keratoses,don't know,5,True,False,adequate,4,4,0.0,0.0
EN,117,GP,2-5,91,SNU-134,malignant melanoma,malignant melanoma,Bruising,don't know,5,True,False,Adequate,4,5,subungual hematoma,0.8558512,malignant melanoma,0.14414886,melanocytic nevus,5.2664526e-09,malignant melanoma,Haematoma,don't know,5,True,False,Adequate,4,5,0.0,0.0
EN,117,GP,2-5,19,SNU-134,epidermal nevus,Verrucous liner eruption,don't know,don't know,3,False,False,adequate,4,5,epidermal nevus,0.9999999,nevus spilus,1.2359568e-07,congenital nevus,3.622886e-12,ILVEN,don't know,don't know,4,True,False,adequate,4,5,1.0,0.0
EN,117,GP,2-5,71,SNU-134,acne,acne,folliculitis,don't know,5,True,False,adequate,4,5,acne,0.6654094,folliculitis,0.33458886,cellulitis,1.2468967e-06,acne,folliculitis,don't know,5,True,False,adequate,4,5,0.0,0.0
EN,117,GP,2-5,168,SNU-134,becker nevus,Large congenital nevus,don't know,don't know,2,False,True,Inadequate and dangerous,4,4,becker nevus,0.99941146,nevus spilus,0.00058840873,lichen simplex chronicus,6.4082876e-08,Large congenital nevus,don't know,don't know,2,False,True,Inadequate and dangerous,4,4,0.0,0.0
EN,117,GP,2-5,74,SNU-134,lichen simplex chronicus,"Skin pigmentation, ethnicityrelated",don't know,don't know,1,False,False,Inadequate and dangerous,2,4,lichen amyloidosis,0.9985241,lichen simplex chronicus,0.00070912624,confluent and reticulated papillomatosis,0.0005028458,confluent and reticulated papillomatosis,don't know,don't know,1,False,False,Inadequate and dangerous,3,4,1.0,0.0
